county, state, country, county_full
"Wasco","OR","US","Wasco County"
"Waseca","MN","US","Waseca County"
"Washakie","WY","US","Washakie County"
"Washburn","WI","US","Washburn County"
"Washington","AL","US","Washington County"
"Washington","AR","US","Washington County"
"Washington","CO","US","Washington County"
"Washington","FL","US","Washington County"
"Washington","GA","US","Washington County"
"Washington","IA","US","Washington County"
"Washington","ID","US","Washington County"
"Washington","IL","US","Washington County"
"Washington","IN","US","Washington County"
"Washington","KS","US","Washington County"
"Washington","KY","US","Washington County"
"Washington","LA","US","Washington Parish"
"Washington","MD","US","Washington County"
"Washington","ME","US","Washington County"
"Washington","MN","US","Washington County"
"Washington","MO","US","Washington County"
"Washington","MS","US","Washington County"
"Washington","NC","US","Washington County"
"Washington","NE","US","Washington County"
"Washington","NY","US","Washington County"
"Washington","OH","US","Washington County"
"Washington","OK","US","Washington County"
"Washington","OR","US","Washington County"
"Washington","PA","US","Washington County"
"Washington","RI","US","Washington County"
"Washington","TN","US","Washington County"
"Washington","TX","US","Washington County"
"Washington","UT","US","Washington County"
"Washington","VA","US","Washington County"
"Washington","VT","US","Washington County"
"Washington","WI","US","Washington County"
"Washita","OK","US","Washita County"
"Washoe","NV","US","Washoe County"
"Washtenaw","MI","US","Washtenaw County"
"Watauga","NC","US","Watauga County"
"Watonwan","MN","US","Watonwan County"
"Waukesha","WI","US","Waukesha County"
"Waupaca","WI","US","Waupaca County"
"Waushara","WI","US","Waushara County"
"Wayne","GA","US","Wayne County"
"Wayne","IA","US","Wayne County"
"Wayne","IL","US","Wayne County"
"Wayne","IN","US","Wayne County"
"Wayne","KY","US","Wayne County"
"Wayne","MI","US","Wayne County"
"Wayne","MO","US","Wayne County"
"Wayne","MS","US","Wayne County"
"Wayne","NC","US","Wayne County"
"Wayne","NE","US","Wayne County"
"Wayne","NY","US","Wayne County"
"Wayne","OH","US","Wayne County"
"Wayne","PA","US","Wayne County"
"Wayne","TN","US","Wayne County"
"Wayne","UT","US","Wayne County"
"Wayne","WV","US","Wayne County"
"Waynesboro","VA","US","Waynesboro city"
"Weakley","TN","US","Weakley County"
"Webb","TX","US","Webb County"
"Weber","UT","US","Weber County"
"Webster","GA","US","Webster County"
"Webster","IA","US","Webster County"
"Webster","KY","US","Webster County"
"Webster","LA","US","Webster Parish"
"Webster","MO","US","Webster County"
"Webster","MS","US","Webster County"
"Webster","NE","US","Webster County"
"Webster","WV","US","Webster County"
"Weld","CO","US","Weld County"
"Wells","IN","US","Wells County"
"Wells","ND","US","Wells County"
"West Baton Rouge","LA","US","West Baton Rouge Parish"
"West Carroll","LA","US","West Carroll Parish"
"West Feliciana","LA","US","West Feliciana Parish"
"Westchester","NY","US","Westchester County"
"Western","AS","US","Western District"
"Westmoreland","PA","US","Westmoreland County"
"Westmoreland","VA","US","Westmoreland County"
"Weston","WY","US","Weston County"
"Wetzel","WV","US","Wetzel County"
"Wexford","MI","US","Wexford County"
"Wharton","TX","US","Wharton County"
"Whatcom","WA","US","Whatcom County"
"Wheatland","MT","US","Wheatland County"
"Wheeler","GA","US","Wheeler County"
"Wheeler","NE","US","Wheeler County"
"Wheeler","OR","US","Wheeler County"
"Wheeler","TX","US","Wheeler County"
"White","AR","US","White County"
"White","GA","US","White County"
"White","IL","US","White County"
"White","IN","US","White County"
"White","TN","US","White County"
"White Pine","NV","US","White Pine County"
"Whiteside","IL","US","Whiteside County"
"Whitfield","GA","US","Whitfield County"
"Whitley","IN","US","Whitley County"
"Whitley","KY","US","Whitley County"
"Whitman","WA","US","Whitman County"
"Wibaux","MT","US","Wibaux County"
"Wichita","KS","US","Wichita County"
"Wichita","TX","US","Wichita County"
"Wicomico","MD","US","Wicomico County"
"Wilbarger","TX","US","Wilbarger County"
"Wilcox","AL","US","Wilcox County"
"Wilcox","GA","US","Wilcox County"
"Wilkes","GA","US","Wilkes County"
"Wilkes","NC","US","Wilkes County"
"Wilkin","MN","US","Wilkin County"
"Wilkinson","GA","US","Wilkinson County"
"Wilkinson","MS","US","Wilkinson County"
"Will","IL","US","Will County"
"Willacy","TX","US","Willacy County"
"Williams","ND","US","Williams County"
"Williams","OH","US","Williams County"
"Williamsburg","SC","US","Williamsburg County"
"Williamsburg","VA","US","Williamsburg city"
"Williamson","IL","US","Williamson County"
"Williamson","TN","US","Williamson County"
"Williamson","TX","US","Williamson County"
"Wilson","KS","US","Wilson County"
"Wilson","NC","US","Wilson County"
"Wilson","TN","US","Wilson County"
"Wilson","TX","US","Wilson County"
"Winchester","VA","US","Winchester city"
"Windham","CT","US","Windham County"
"Windham","VT","US","Windham County"
"Windsor","VT","US","Windsor County"
"Winkler","TX","US","Winkler County"
"Winn","LA","US","Winn Parish"
"Winnebago","IA","US","Winnebago County"
"Winnebago","IL","US","Winnebago County"
"Winnebago","WI","US","Winnebago County"
"Winneshiek","IA","US","Winneshiek County"
"Winona","MN","US","Winona County"
"Winston","AL","US","Winston County"
"Winston","MS","US","Winston County"
"Wirt","WV","US","Wirt County"
"Wise","TX","US","Wise County"
"Wise","VA","US","Wise County"
"Wolfe","KY","US","Wolfe County"
"Wood","OH","US","Wood County"
"Wood","TX","US","Wood County"
"Wood","WI","US","Wood County"
"Wood","WV","US","Wood County"
"Woodbury","IA","US","Woodbury County"
"Woodford","IL","US","Woodford County"
"Woodford","KY","US","Woodford County"
"Woodruff","AR","US","Woodruff County"
"Woods","OK","US","Woods County"
"Woodson","KS","US","Woodson County"
"Woodward","OK","US","Woodward County"
"Worcester","MA","US","Worcester County"
"Worcester","MD","US","Worcester County"
"Worth","GA","US","Worth County"
"Worth","IA","US","Worth County"
"Worth","MO","US","Worth County"
"Wrangell","AK","US","Wrangell City and Borough"
"Wright","IA","US","Wright County"
"Wright","MN","US","Wright County"
"Wright","MO","US","Wright County"
"Wyandot","OH","US","Wyandot County"
"Wyandotte","KS","US","Wyandotte County"
"Wyoming","NY","US","Wyoming County"
"Wyoming","PA","US","Wyoming County"
"Wyoming","WV","US","Wyoming County"
"Wythe","VA","US","Wythe County"
"Yabucoa","PR","US","Yabucoa Municipio"
"Yadkin","NC","US","Yadkin County"
"Yakima","WA","US","Yakima County"
"Yakutat","AK","US","Yakutat City and Borough"
"Yalobusha","MS","US","Yalobusha County"
"Yamhill","OR","US","Yamhill County"
"Yancey","NC","US","Yancey County"
"Yankton","SD","US","Yankton County"
"Yates","NY","US","Yates County"
"Yauco","PR","US","Yauco Municipio"
"Yavapai","AZ","US","Yavapai County"
"Yazoo","MS","US","Yazoo County"
"Yell","AR","US","Yell County"
"Yellow Medicine","MN","US","Yellow Medicine County"
"Yellowstone","MT","US","Yellowstone County"
"Yoakum","TX","US","Yoakum County"
"Yolo","CA","US","Yolo County"
"York","ME","US","York County"
"York","NE","US","York County"
"York","PA","US","York County"
"York","SC","US","York County"
"York","VA","US","York County"
"Young","TX","US","Young County"
"Yuba","CA","US","Yuba County"
"Yukon-Koyukuk","AK","US","Yukon-Koyukuk Census Area"
"Yuma","AZ","US","Yuma County"
"Yuma","CO","US","Yuma County"
"Zapata","TX","US","Zapata County"
"Zavala","TX","US","Zavala County"
"Ziebach","SD","US","Ziebach County"
